	sample	project	condition	type	missing_metadata	cell_line	differentiated
5141	SRS4467929	SRP187978	control	liver	False	False	False
5142	SRS1266836	SRP068976	control	liver	False	False	False
5143	SRS3967080	SRP166108	control	liver	False	True	False
5144	SRS5462221	SRP223896	control	liver	False	False	False
5145	SRS5462184	SRP223896	control	liver	False	False	False
5146	SRS5914552	SRP238929	control	liver	False	False	False
5147	SRS3968690	SRP166108	control	liver	False	True	False
5148	SRS5901294	SRP238929	control	liver	False	False	False
5149	SRS5915781	SRP238929	control	liver	False	False	False
5150	SRS4466568	SRP187978	control	liver	False	False	False
5151	SRS3954434	SRP166108	control	liver	False	True	False
5152	SRS3970051	SRP166108	control	liver	False	True	False
5153	SRS3982176	SRP166108	control	liver	False	True	False
5154	SRS3968868	SRP166108	control	liver	False	True	False
5155	SRS5483637	SRP224575	control	liver	False	False	False
5156	SRS5901163	SRP238929	control	liver	False	False	False
5157	SRS3978057	SRP166108	control	liver	False	True	False
5158	SRS5915320	SRP238929	control	liver	False	False	False
5159	SRS3982798	SRP166108	control	liver	False	True	False
5160	SRS5905813	SRP238929	control	liver	False	False	False
5161	SRS3981682	SRP166108	control	liver	False	True	False
5162	SRS3974718	SRP166108	control	liver	False	True	False
5163	SRS3969313	SRP166108	control	liver	False	True	False
5164	SRS5909151	SRP238929	control	liver	False	False	False
5165	SRS3982552	SRP166108	control	liver	False	True	False
5166	SRS4467279	SRP187978	control	liver	False	False	False
5167	SRS3982613	SRP166108	control	liver	False	True	False
5168	SRS3967260	SRP166108	control	liver	False	True	False
5169	SRS3970123	SRP166108	control	liver	False	True	False
5170	SRS3982654	SRP166108	control	liver	False	True	False
5171	SRS5963139	SRP240640	control	liver	False	False	False
5172	SRS3975943	SRP166108	control	liver	False	True	False
5173	SRS3981685	SRP166108	control	liver	False	True	False
5174	SRS3960237	SRP166108	control	liver	False	True	False
5175	SRS5910347	SRP238929	control	liver	False	False	False
5176	SRS3967003	SRP166108	control	liver	False	True	False
5177	SRS3981833	SRP166108	control	liver	False	True	False
5178	SRS3982001	SRP166108	control	liver	False	True	False
5179	SRS3981903	SRP166108	control	liver	False	True	False
5180	SRS3969331	SRP166108	control	liver	False	True	False
5181	SRS3976567	SRP166108	control	liver	False	True	False
5182	SRS5912815	SRP238929	control	liver	False	False	False
5183	ERS640375	ERP009290	control	liver	False	True	False
5184	SRS4467321	SRP187978	control	liver	False	False	False
5185	SRS3968573	SRP166108	control	liver	False	True	False
5186	SRS3963747	SRP166108	control	liver	False	True	False
5187	SRS4467325	SRP187978	control	liver	False	False	False
5188	SRS3959208	SRP166108	control	liver	False	True	False
5189	SRS4656422	SRP193323	control	liver	False	False	False
5190	SRS4467553	SRP187978	control	liver	False	False	False
5191	SRS5908817	SRP238929	control	liver	False	False	False
5192	SRS4467888	SRP187978	control	liver	False	False	False
5193	SRS3967248	SRP166108	control	liver	False	True	False
5194	SRS4466731	SRP187978	control	liver	False	False	False
5195	SRS5899600	SRP238929	control	liver	False	False	False
5196	SRS1266850	SRP068976	control	liver	False	False	False
5197	SRS1561731	SRP078450	control	liver	False	False	False
5198	SRS3981882	SRP166108	control	liver	False	True	False
5199	SRS3958237	SRP166108	control	liver	False	True	False
5200	SRS5914721	SRP238929	control	liver	False	False	False
5201	SRS3982124	SRP166108	control	liver	False	True	False
5202	SRS3968875	SRP166108	control	liver	False	True	False
5203	SRS4466745	SRP187978	control	liver	False	False	False
5204	SRS3954365	SRP166108	control	liver	False	True	False
5205	SRS5896453	SRP238929	control	liver	False	False	False
5206	SRS5895410	SRP238929	control	liver	False	False	False
5207	SRS4467706	SRP187978	control	liver	False	False	False
5208	SRS4468112	SRP187978	control	liver	False	False	False
5209	SRS4466641	SRP187978	control	liver	False	False	False
5210	SRS3963929	SRP166108	control	liver	False	True	False
5211	SRS5896489	SRP238929	control	liver	False	False	False
5212	SRS3963823	SRP166108	control	liver	False	True	False
5213	SRS945675	SRP058740	control	liver	False	False	False
5214	SRS4466898	SRP187978	control	liver	False	False	False
5215	SRS3982439	SRP166108	control	liver	False	True	False
5216	SRS3968843	SRP166108	control	liver	False	True	False
5217	SRS5905063	SRP238929	control	liver	False	False	False
5218	SRS3982172	SRP166108	control	liver	False	True	False
5219	SRS5904324	SRP238929	control	liver	False	False	False
5220	SRS4466546	SRP187978	control	liver	False	False	False
5221	SRS3969854	SRP166108	control	liver	False	True	False
5222	SRS3974618	SRP166108	control	liver	False	True	False
5223	SRS5904625	SRP238929	control	liver	False	False	False
5224	SRS4466873	SRP187978	control	liver	False	False	False
5225	SRS3977231	SRP166108	control	liver	False	True	False
5226	SRS3969165	SRP166108	control	liver	False	True	False
5227	SRS5916492	SRP238929	control	liver	False	False	False
5228	SRS5896564	SRP238929	control	liver	False	False	False
5229	SRS3978089	SRP166108	control	liver	False	True	False
5230	SRS4467107	SRP187978	control	liver	False	False	False
5231	SRS1608213	SRP081187	control	liver	False	False	False
5232	SRS4467899	SRP187978	control	liver	False	False	False
5233	ERS092679	ERP001344	control	liver	False	False	False
5234	SRS3982229	SRP166108	control	liver	False	True	False
5235	SRS5914053	SRP238929	control	liver	False	False	False
5236	SRS3982123	SRP166108	control	liver	False	True	False
5237	SRS3949751	SRP166108	control	liver	False	True	False
5238	SRS3967211	SRP166108	control	liver	False	True	False
5239	SRS3981738	SRP166108	control	liver	False	True	False
5240	SRS4466595	SRP187978	control	liver	False	False	False
5241	SRS5903380	SRP238929	control	liver	False	False	False
5242	SRS4466962	SRP187978	control	liver	False	False	False
5243	SRS5904827	SRP238929	control	liver	False	False	False
5244	SRS3954322	SRP166108	control	liver	False	True	False
5245	SRS3967335	SRP166108	control	liver	False	True	False
5246	SRS5903632	SRP238929	control	liver	False	False	False
5247	SRS5903451	SRP238929	control	liver	False	False	False
5248	SRS5898366	SRP238929	control	liver	False	False	False
5249	SRS3969381	SRP166108	control	liver	False	True	False
5250	SRS5904135	SRP238929	control	liver	False	False	False
5251	SRS3958066	SRP166108	control	liver	False	True	False
5252	SRS479336	SRP029889	control	liver	False	False	False
5253	SRS5343714	SRP220308	control	liver	False	False	False
5254	SRS4188367	SRP174502	control	liver	False	True	False
5255	SRS3969690	SRP166108	control	liver	False	True	False
5256	SRS3967126	SRP166108	control	liver	False	True	False
5257	SRS4467966	SRP187978	control	liver	False	False	False
5258	SRS2068613	SRP102427	control	liver	False	False	False
5259	SRS5910586	SRP238929	control	liver	False	False	False
5260	SRS4467983	SRP187978	control	liver	False	False	False
5261	SRS3967176	SRP166108	control	liver	False	True	False
5262	SRS4466575	SRP187978	control	liver	False	False	False
5263	SRS3959715	SRP166108	control	liver	False	True	False
5264	SRS4467126	SRP187978	control	liver	False	False	False
5265	SRS5900702	SRP238929	control	liver	False	False	False
5266	SRS3970907	SRP166108	control	liver	False	True	False
5267	SRS3966022	SRP166108	control	liver	False	True	False
5268	SRS2068571	SRP102427	control	liver	False	False	False
5269	SRS5906202	SRP238929	control	liver	False	False	False
5270	SRS1561735	SRP078450	control	liver	False	False	False
5271	SRS4467042	SRP187978	control	liver	False	False	False
5272	SRS4467437	SRP187978	control	liver	False	False	False
5273	SRS4466843	SRP187978	control	liver	False	False	False
5274	SRS3982227	SRP166108	control	liver	False	True	False
5275	SRS5895666	SRP238929	control	liver	False	False	False
5276	SRS5901785	SRP238929	control	liver	False	False	False
5277	SRS2402546	SRP114707	control	liver	False	False	False
5278	SRS5909773	SRP238929	control	liver	False	False	False
5279	SRS4466549	SRP187978	control	liver	False	False	False
5280	SRS4466758	SRP187978	control	liver	False	False	False
5281	SRS3982355	SRP166108	control	liver	False	True	False
5282	SRS4656431	SRP193323	control	liver	False	False	False
5283	SRS5902915	SRP238929	control	liver	False	False	False
5284	SRS3981749	SRP166108	control	liver	False	True	False
5285	SRS3982866	SRP166108	control	liver	False	True	False
5286	SRS4468050	SRP187978	control	liver	False	False	False
5287	SRS3969128	SRP166108	control	liver	False	True	False
5288	SRS5903713	SRP238929	control	liver	False	False	False
5289	SRS5903118	SRP238929	control	liver	False	False	False
5290	SRS3968885	SRP166108	control	liver	False	True	False
5291	SRS5901105	SRP238929	control	liver	False	False	False
5292	SRS3964070	SRP166108	control	liver	False	True	False
5293	SRS4466576	SRP187978	control	liver	False	False	False
5294	SRS3968902	SRP166108	control	liver	False	True	False
5295	SRS4467569	SRP187978	control	liver	False	False	False
5296	SRS3981655	SRP166108	control	liver	False	True	False
5297	SRS3981706	SRP166108	control	liver	False	True	False
5298	SRS3967316	SRP166108	control	liver	False	True	False
5299	SRS4466544	SRP187978	control	liver	False	False	False
5300	SRS4466679	SRP187978	control	liver	False	False	False
5301	SRS3978277	SRP166108	control	liver	False	True	False
5302	SRS1537578	SRP077751	control	liver	False	False	False
5303	SRS4468058	SRP187978	control	liver	False	False	False
5304	SRS4467887	SRP187978	control	liver	False	False	False
5305	SRS3960052	SRP166108	control	liver	False	True	False
5306	SRS3978342	SRP166108	control	liver	False	True	False
5307	SRS5914092	SRP238929	control	liver	False	False	False
5308	SRS4656472	SRP193323	control	liver	False	False	False
5309	SRS3958138	SRP166108	control	liver	False	True	False
5310	SRS4467217	SRP187978	control	liver	False	False	False
5311	SRS5899987	SRP238929	control	liver	False	False	False
5312	SRS5906183	SRP238929	control	liver	False	False	False
5313	SRS3981984	SRP166108	control	liver	False	True	False
5314	SRS3969092	SRP166108	control	liver	False	True	False
5315	SRS5898778	SRP238929	control	liver	False	False	False
5316	SRS5899140	SRP238929	control	liver	False	False	False
5317	SRS5911588	SRP238929	control	liver	False	False	False
5318	SRS3982236	SRP166108	control	liver	False	True	False
5319	SRS5898190	SRP238929	control	liver	False	False	False
5320	SRS5899539	SRP238929	control	liver	False	False	False
5321	SRS3967125	SRP166108	control	liver	False	True	False
5322	SRS3966987	SRP166108	control	liver	False	True	False
5323	SRS5915240	SRP238929	control	liver	False	False	False
5324	SRS3968841	SRP166108	control	liver	False	True	False
5325	SRS3967177	SRP166108	control	liver	False	True	False
5326	SRS418131	SRP022054	control	liver	False	False	False
5327	SRS5902470	SRP238929	control	liver	False	False	False
5328	SRS3959929	SRP166108	control	liver	False	True	False
5329	SRS3981718	SRP166108	control	liver	False	True	False
5330	SRS3959888	SRP166108	control	liver	False	True	False
5331	SRS3949928	SRP166108	control	liver	False	True	False
5332	SRS3970254	SRP166108	control	liver	False	True	False
5333	SRS5900900	SRP238929	control	liver	False	False	False
5334	SRS5898751	SRP238929	control	liver	False	False	False
5335	SRS3967107	SRP166108	control	liver	False	True	False
5336	SRS3982182	SRP166108	control	liver	False	True	False
5337	SRS5483659	SRP224575	control	liver	False	False	False
5338	SRS4467289	SRP187978	control	liver	False	False	False
5339	SRS3967291	SRP166108	control	liver	False	True	False
5340	SRS4467359	SRP187978	control	liver	False	False	False
5341	SRS3981985	SRP166108	control	liver	False	True	False
5342	SRS3982689	SRP166108	control	liver	False	True	False
5343	SRS4466930	SRP187978	control	liver	False	False	False
5344	SRS4467213	SRP187978	control	liver	False	False	False
5345	SRS3982764	SRP166108	control	liver	False	True	False
5346	SRS3982341	SRP166108	control	liver	False	True	False
5347	SRS3977234	SRP166108	control	liver	False	True	False
5348	SRS3969281	SRP166108	control	liver	False	True	False
5349	SRS5896948	SRP238929	control	liver	False	False	False
5350	SRS5910555	SRP238929	control	liver	False	False	False
5351	SRS5899583	SRP238929	control	liver	False	False	False
5352	SRS3975870	SRP166108	control	liver	False	True	False
5353	SRS3982452	SRP166108	control	liver	False	True	False
5354	SRS3974613	SRP166108	control	liver	False	True	False
5355	SRS3957913	SRP166108	control	liver	False	True	False
5356	SRS4467367	SRP187978	control	liver	False	False	False
5357	SRS5956775	SRP239878	control	liver	False	True	False
5358	SRS5904969	SRP238929	control	liver	False	False	False
5359	SRS5908396	SRP238929	control	liver	False	False	False
5360	SRS5908507	SRP238929	control	liver	False	False	False
5361	SRS3982632	SRP166108	control	liver	False	True	False
5362	SRS3969099	SRP166108	control	liver	False	True	False
5363	SRS3959753	SRP166108	control	liver	False	True	False
5364	SRS4742680	SRP197353	control	liver	False	False	False
5365	SRS4656480	SRP193323	control	liver	False	False	False
5366	SRS3981904	SRP166108	control	liver	False	True	False
5367	SRS3969275	SRP166108	control	liver	False	True	False
5368	SRS3981921	SRP166108	control	liver	False	True	False
5369	SRS3967077	SRP166108	control	liver	False	True	False
5370	SRS5912857	SRP238929	control	liver	False	False	False
5371	SRS4466735	SRP187978	control	liver	False	False	False
5372	SRS3982744	SRP166108	control	liver	False	True	False
5373	SRS648834	SRP012682	control	liver	False	False	False
5374	SRS5908558	SRP238929	control	liver	False	False	False
5375	SRS1537598	SRP077751	control	liver	False	False	False
5376	SRS5939844	SRP239423	control	liver	False	False	False
5377	SRS3982326	SRP166108	control	liver	False	True	False
5378	SRS4467162	SRP187978	control	liver	False	False	False
5379	SRS3969177	SRP166108	control	liver	False	True	False
5380	SRS2068534	SRP102427	control	liver	False	False	False
5381	SRS4467203	SRP187978	control	liver	False	False	False
5382	SRS4466795	SRP187978	control	liver	False	False	False
5383	SRS5901966	SRP238929	control	liver	False	False	False
5384	SRS3981767	SRP166108	control	liver	False	True	False
5385	SRS3959241	SRP166108	control	liver	False	True	False
5386	SRS3982138	SRP166108	control	liver	False	True	False
5387	SRS5909771	SRP238929	control	liver	False	False	False
5388	SRS5905617	SRP238929	control	liver	False	False	False
5389	SRS3969687	SRP166108	control	liver	False	True	False
5390	SRS3982671	SRP166108	control	liver	False	True	False
5391	SRS3969287	SRP166108	control	liver	False	True	False
5392	SRS3982296	SRP166108	control	liver	False	True	False
5393	SRS3975913	SRP166108	control	liver	False	True	False
5394	SRS3977312	SRP166108	control	liver	False	True	False
5395	SRS5904254	SRP238929	control	liver	False	False	False
5396	SRS3975730	SRP166108	control	liver	False	True	False
5397	SRS5916154	SRP238929	control	liver	False	False	False
5398	SRS3967010	SRP166108	control	liver	False	True	False
5399	SRS4466777	SRP187978	control	liver	False	False	False
5400	SRS3969357	SRP166108	control	liver	False	True	False
5401	SRS3969199	SRP166108	control	liver	False	True	False
5402	SRS5907206	SRP238929	control	liver	False	False	False
5403	SRS3966988	SRP166108	control	liver	False	True	False
5404	SRS3959136	SRP166108	control	liver	False	True	False
5405	SRS3982858	SRP166108	control	liver	False	True	False
5406	SRS3982900	SRP166108	control	liver	False	True	False
5407	SRS3965853	SRP166108	control	liver	False	True	False
5408	SRS3959220	SRP166108	control	liver	False	True	False
5409	SRS3968634	SRP166108	control	liver	False	True	False
5410	SRS3981760	SRP166108	control	liver	False	True	False
5411	SRS3975233	SRP166108	control	liver	False	True	False
5412	SRS3967274	SRP166108	control	liver	False	True	False
5413	SRS3966983	SRP166108	control	liver	False	True	False
5414	SRS3982576	SRP166108	control	liver	False	True	False
5415	SRS4466923	SRP187978	control	liver	False	False	False
5416	SRS4467253	SRP187978	control	liver	False	False	False
5417	SRS3958235	SRP166108	control	liver	False	True	False
5418	SRS3982165	SRP166108	control	liver	False	True	False
5419	SRS4466838	SRP187978	control	liver	False	False	False
5420	SRS524397	SRP012682	control	liver	False	False	False
5421	SRS3954645	SRP166108	control	liver	False	True	False
5422	SRS3982627	SRP166108	control	liver	False	True	False
5423	SRS3982166	SRP166108	control	liver	False	True	False
5424	SRS5914249	SRP238929	control	liver	False	False	False
5425	SRS3960305	SRP166108	control	liver	False	True	False
5426	SRS3965679	SRP166108	control	liver	False	True	False
5427	SRS3967072	SRP166108	control	liver	False	True	False
5428	SRS3974702	SRP166108	control	liver	False	True	False
5429	SRS5906016	SRP238929	control	liver	False	False	False
5430	SRS4466774	SRP187978	control	liver	False	False	False
5431	SRS5939838	SRP239423	control	liver	False	False	False
5432	SRS3959988	SRP166108	control	liver	False	True	False
5433	SRS4467293	SRP187978	control	liver	False	False	False
5434	SRS3967218	SRP166108	control	liver	False	True	False
5435	SRS3960170	SRP166108	control	liver	False	True	False
5436	SRS5901766	SRP238929	control	liver	False	False	False
5437	SRS3982201	SRP166108	control	liver	False	True	False
5438	SRS1479932	SRP076032	control	liver	False	False	False
5439	SRS3960143	SRP166108	control	liver	False	True	False
5440	SRS3982688	SRP166108	control	liver	False	True	False
5441	SRS3949987	SRP166108	control	liver	False	True	False
5442	SRS4742679	SRP197353	control	liver	False	False	False
5443	SRS4467980	SRP187978	control	liver	False	False	False
5444	SRS4468179	SRP187978	control	liver	False	False	False
5445	SRS3976745	SRP166108	control	liver	False	True	False
5446	SRS3977040	SRP166108	control	liver	False	True	False
5447	SRS5904685	SRP238929	control	liver	False	False	False
5448	SRS3960239	SRP166108	control	liver	False	True	False
5449	SRS3968636	SRP166108	control	liver	False	True	False
5450	SRS2068616	SRP102427	control	liver	False	False	False
5451	SRS5909676	SRP238929	control	liver	False	False	False
5452	SRS3967179	SRP166108	control	liver	False	True	False
5453	SRS5916387	SRP238929	control	liver	False	False	False
5454	SRS4467342	SRP187978	control	liver	False	False	False
5455	SRS3977164	SRP166108	control	liver	False	True	False
5456	SRS2402544	SRP114707	control	liver	False	False	False
5457	SRS3982398	SRP166108	control	liver	False	True	False
5458	SRS4466557	SRP187978	control	liver	False	False	False
5459	SRS3975441	SRP166108	control	liver	False	True	False
5460	SRS3982175	SRP166108	control	liver	False	True	False
5461	SRS3977069	SRP166108	control	liver	False	True	False
5462	SRS5906580	SRP238929	control	liver	False	False	False
5463	SRS4466586	SRP187978	control	liver	False	False	False
5464	SRS5900549	SRP238929	control	liver	False	False	False
5465	SRS3963835	SRP166108	control	liver	False	True	False
5466	SRS4467625	SRP187978	control	liver	False	False	False
5467	SRS937239	SRP058357	control	liver	False	False	False
5468	SRS3977066	SRP166108	control	liver	False	True	False
5469	SRS5907065	SRP238929	control	liver	False	False	False
5470	SRS3982852	SRP166108	control	liver	False	True	False
5471	SRS483821	SRP030040	control	liver	False	False	False
5472	SRS5904523	SRP238929	control	liver	False	False	False
5473	SRS5483622	SRP224575	control	liver	False	False	False
5474	SRS4467101	SRP187978	control	liver	False	False	False
5475	SRS3969662	SRP166108	control	liver	False	True	False
5476	SRS1719631	SRP090633	control	liver	False	False	False
5477	SRS5900466	SRP238929	control	liver	False	False	False
5478	SRS3982246	SRP166108	control	liver	False	True	False
5479	SRS5914733	SRP238929	control	liver	False	False	False
5480	SRS5903190	SRP238929	control	liver	False	False	False
5481	SRS3966982	SRP166108	control	liver	False	True	False
5482	SRS3960293	SRP166108	control	liver	False	True	False
5483	SRS3970667	SRP166108	control	liver	False	True	False
5484	SRS4466925	SRP187978	control	liver	False	False	False
5485	SRS5915220	SRP238929	control	liver	False	False	False
5486	SRS5905519	SRP238929	control	liver	False	False	False
5487	SRS4467407	SRP187978	control	liver	False	False	False
5488	SRS3981789	SRP166108	control	liver	False	True	False
5489	SRS5912446	SRP238929	control	liver	False	False	False
5490	SRS4466860	SRP187978	control	liver	False	False	False
5491	SRS3982708	SRP166108	control	liver	False	True	False
5492	SRS3969219	SRP166108	control	liver	False	True	False
5493	SRS3970888	SRP166108	control	liver	False	True	False
5494	SRS1719636	SRP090633	control	liver	False	False	False
5495	SRS3958254	SRP166108	control	liver	False	True	False
5496	SRS3982633	SRP166108	control	liver	False	True	False
5497	SRS3982281	SRP166108	control	liver	False	True	False
5498	SRS3960212	SRP166108	control	liver	False	True	False
5499	SRS4466755	SRP187978	control	liver	False	False	False
5500	SRS5939824	SRP239423	control	liver	False	False	False
5501	SRS4466829	SRP187978	control	liver	False	False	False
5502	SRS5909402	SRP238929	control	liver	False	False	False
5503	SRS3969181	SRP166108	control	liver	False	True	False
5504	SRS3969894	SRP166108	control	liver	False	True	False
5505	SRS5911569	SRP238929	control	liver	False	False	False
5506	SRS4466947	SRP187978	control	liver	False	False	False
5507	SRS3970308	SRP166108	control	liver	False	True	False
5508	SRS4467154	SRP187978	control	liver	False	False	False
5509	SRS3982456	SRP166108	control	liver	False	True	False
5510	SRS5911315	SRP238929	control	liver	False	False	False
5511	SRS4466475	SRP187978	control	liver	False	False	False
5512	SRS3981967	SRP166108	control	liver	False	True	False
5513	SRS4467436	SRP187978	control	liver	False	False	False
5514	SRS4467432	SRP187978	control	liver	False	False	False
5515	SRS5913652	SRP238929	control	liver	False	False	False
5516	SRS4467207	SRP187978	control	liver	False	False	False
5517	SRS5910811	SRP238929	control	liver	False	False	False
5518	SRS3981865	SRP166108	control	liver	False	True	False
5519	SRS3963970	SRP166108	control	liver	False	True	False
5520	SRS3981797	SRP166108	control	liver	False	True	False
5521	SRS5913509	SRP238929	control	liver	False	False	False
5522	SRS5912582	SRP238929	control	liver	False	False	False
5523	SRS3969635	SRP166108	control	liver	False	True	False
5524	SRS3969264	SRP166108	control	liver	False	True	False
5525	SRS3967105	SRP166108	control	liver	False	True	False
5526	SRS3968776	SRP166108	control	liver	False	True	False
5527	SRS4188398	SRP174502	control	liver	False	True	False
5528	SRS5913385	SRP238929	control	liver	False	False	False
5529	SRS5915238	SRP238929	control	liver	False	False	False
5530	SRS5897269	SRP238929	control	liver	False	False	False
5531	SRS5963135	SRP240640	control	liver	False	False	False
5532	SRS4467262	SRP187978	control	liver	False	False	False
5533	SRS5483635	SRP224575	control	liver	False	False	False
5534	SRS4468031	SRP187978	control	liver	False	False	False
5535	SRS5897327	SRP238929	control	liver	False	False	False
5536	SRS3968613	SRP166108	control	liver	False	True	False
5537	SRS3963892	SRP166108	control	liver	False	True	False
5538	SRS3981814	SRP166108	control	liver	False	True	False
5539	SRS4467038	SRP187978	control	liver	False	False	False
5540	SRS3959197	SRP166108	control	liver	False	True	False
5541	SRS3969131	SRP166108	control	liver	False	True	False
5542	SRS5898297	SRP238929	control	liver	False	False	False
5543	SRS3967108	SRP166108	control	liver	False	True	False
5544	SRS3970301	SRP166108	control	liver	False	True	False
5545	SRS3965826	SRP166108	control	liver	False	True	False
5546	SRS2068567	SRP102427	control	liver	False	False	False
5547	SRS5906362	SRP238929	control	liver	False	False	False
5548	SRS3968555	SRP166108	control	liver	False	True	False
5549	SRS4468113	SRP187978	control	liver	False	False	False
5550	SRS5903381	SRP238929	control	liver	False	False	False
5551	SRS3967021	SRP166108	control	liver	False	True	False
5552	SRS4467353	SRP187978	control	liver	False	False	False
5553	SRS3982603	SRP166108	control	liver	False	True	False
5554	SRS3981643	SRP166108	control	liver	False	True	False
5555	SRS1667489	SRP012682	control	liver	False	False	False
5556	SRS2068552	SRP102427	control	liver	False	False	False
5557	SRS3968671	SRP166108	control	liver	False	True	False
5558	SRS3969689	SRP166108	control	liver	False	True	False
5559	SRS3968879	SRP166108	control	liver	False	True	False
5560	SRS3982133	SRP166108	control	liver	False	True	False
5561	SRS5907366	SRP238929	control	liver	False	False	False
5562	SRS3982768	SRP166108	control	liver	False	True	False
5563	SRS3967063	SRP166108	control	liver	False	True	False
5564	SRS1537649	SRP077751	control	liver	False	False	False
5565	SRS5909356	SRP238929	control	liver	False	False	False
5566	SRS5906101	SRP238929	control	liver	False	False	False
5567	SRS4467991	SRP187978	control	liver	False	False	False
5568	SRS483818	SRP030040	control	liver	False	False	False
5569	SRS3975905	SRP166108	control	liver	False	True	False
5570	SRS745004	SRP049705	control	liver	False	False	False
5571	SRS3982232	SRP166108	control	liver	False	True	False
5572	SRS1537604	SRP077751	control	liver	False	False	False
5573	SRS3970231	SRP166108	control	liver	False	True	False
5574	SRS3950077	SRP166108	control	liver	False	True	False
5575	SRS5913715	SRP238929	control	liver	False	False	False
5576	SRS5903404	SRP238929	control	liver	False	False	False
5577	SRS3970305	SRP166108	control	liver	False	True	False
5578	SRS3975715	SRP166108	control	liver	False	True	False
5579	SRS3963837	SRP166108	control	liver	False	True	False
5580	SRS5912496	SRP238929	control	liver	False	False	False
5581	SRS5914410	SRP238929	control	liver	False	False	False
5582	SRS3982235	SRP166108	control	liver	False	True	False
5583	SRS5914313	SRP238929	control	liver	False	False	False
5584	SRS3982640	SRP166108	control	liver	False	True	False
5585	SRS5913295	SRP238929	control	liver	False	False	False
5586	SRS4467561	SRP187978	control	liver	False	False	False
5587	SRS5462231	SRP223896	control	liver	False	False	False
5588	SRS4467008	SRP187978	control	liver	False	False	False
5589	SRS4467331	SRP187978	control	liver	False	False	False
5590	SRS4467487	SRP187978	control	liver	False	False	False
5591	SRS1537570	SRP077751	control	liver	False	False	False
5592	SRS4466865	SRP187978	control	liver	False	False	False
5593	SRS3968684	SRP166108	control	liver	False	True	False
5594	SRS5911561	SRP238929	control	liver	False	False	False
5595	SRS3982252	SRP166108	control	liver	False	True	False
5596	SRS4466538	SRP187978	control	liver	False	False	False
5597	SRS3981828	SRP166108	control	liver	False	True	False
5598	SRS3967104	SRP166108	control	liver	False	True	False
5599	SRS3975741	SRP166108	control	liver	False	True	False
5600	SRS627945	SRP012682	control	liver	False	False	False
5601	SRS3969382	SRP166108	control	liver	False	True	False
5602	SRS5899791	SRP238929	control	liver	False	False	False
5603	SRS1537617	SRP077751	control	liver	False	False	False
5604	SRS5903108	SRP238929	control	liver	False	False	False
5605	SRS3959993	SRP166108	control	liver	False	True	False
5606	SRS5912471	SRP238929	control	liver	False	False	False
5607	SRS5911592	SRP238929	control	liver	False	False	False
5608	SRS4467257	SRP187978	control	liver	False	False	False
5609	SRS4466552	SRP187978	control	liver	False	False	False
5610	SRS3968899	SRP166108	control	liver	False	True	False
5611	SRS5899399	SRP238929	control	liver	False	False	False
5612	SRS5912413	SRP238929	control	liver	False	False	False
5613	SRS3967070	SRP166108	control	liver	False	True	False
5614	SRS4467427	SRP187978	control	liver	False	False	False
5615	SRS3981873	SRP166108	control	liver	False	True	False
5616	SRS3982184	SRP166108	control	liver	False	True	False
5617	SRS4467381	SRP187978	control	liver	False	False	False
5618	SRS5901170	SRP238929	control	liver	False	False	False
5619	SRS3967233	SRP166108	control	liver	False	True	False
5620	SRS3982144	SRP166108	control	liver	False	True	False
5621	SRS5905286	SRP238929	control	liver	False	False	False
5622	SRS3968774	SRP166108	control	liver	False	True	False
5623	SRS3977402	SRP166108	control	liver	False	True	False
5624	SRS3975448	SRP166108	control	liver	False	True	False
5625	SRS2068605	SRP102427	control	liver	False	False	False
5626	SRS3967133	SRP166108	control	liver	False	True	False
5627	SRS5904460	SRP238929	control	liver	False	False	False
5628	SRS5895814	SRP238929	control	liver	False	False	False
5629	SRS3967269	SRP166108	control	liver	False	True	False
5630	SRS5904320	SRP238929	control	liver	False	False	False
5631	SRS2068593	SRP102427	control	liver	False	False	False
5632	SRS3959737	SRP166108	control	liver	False	True	False
5633	SRS3969946	SRP166108	control	liver	False	True	False
5634	SRS1537577	SRP077751	control	liver	False	False	False
5635	SRS4467297	SRP187978	control	liver	False	False	False
5636	SRS5913054	SRP238929	control	liver	False	False	False
5637	SRS4468111	SRP187978	control	liver	False	False	False
5638	SRS3982309	SRP166108	control	liver	False	True	False
5639	SRS937329	SRP058357	control	liver	False	False	False
5640	SRS5544447	SRP226229	control	liver	False	False	False
5641	SRS3960059	SRP166108	control	liver	False	True	False
5642	SRS5911172	SRP238929	control	liver	False	False	False
5643	SRS2669310	SRP124486	control	liver	False	False	False
5644	SRS4467993	SRP187978	control	liver	False	False	False
5645	SRS4467878	SRP187978	control	liver	False	False	False
5646	SRS5544448	SRP226229	control	liver	False	False	False
5647	SRS3982782	SRP166108	control	liver	False	True	False
5648	SRS3967196	SRP166108	control	liver	False	True	False
5649	SRS1537625	SRP077751	control	liver	False	False	False
5650	SRS3982371	SRP166108	control	liver	False	True	False
5651	SRS4467007	SRP187978	control	liver	False	False	False
5652	SRS4467981	SRP187978	control	liver	False	False	False
5653	SRS4742634	SRP197353	control	liver	False	False	False
5654	SRS3982668	SRP166108	control	liver	False	True	False
5655	SRS5462251	SRP223896	control	liver	False	False	False
5656	SRS5900878	SRP238929	control	liver	False	False	False
5657	SRS4467193	SRP187978	control	liver	False	False	False
